,nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,filiere,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,capacitereservoir,productible,debitmaximal,gestionnaire,hauteurchute
2622,Confidentiel,17W0000001532829,32540101,Saint-Pourçain-sur-Sioule,CC Saint-Pourçain Sioule Limagne,Allier,Auvergne-Rhône-Alpes,09/10/1997,09/10/1997,10/10/2022,BAYET,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,492.0,,,492.0,,,En service,0.0,0.09,2000000.0,0.0,Enedis,3.1
2641,Confidentiel,17W000000054433G,32570000,Saint-Prix,CC du Pays de Lapalisse,Allier,Auvergne-Rhône-Alpes,09/10/1997,09/10/1997,01/07/2016,SSPRI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,156.0,,,156.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2699,PRAT5H-CENTRALE HYDRAULIQUE DE PRAT (LE)-3,17W0000000122755,32790000,Teillet-Argenty,CA Montluçon Communauté,Allier,Auvergne-Rhône-Alpes,01/01/1971,21/05/2014,25/07/2019,PRAT5,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,5500.0,,,,,5.0,En service,,,,,RTE,18.0
2702,Confidentiel,17W000001313396X,32790000,Teillet-Argenty,CA Montluçon Communauté,Allier,Auvergne-Rhône-Alpes,03/08/2021,03/08/2021,01/02/2022,MTLUC,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,298.0,,,260.0,,,En service,0.0,1.56,2000.0,0.0,Enedis,19.0
2899,Confidentiel,17W000000274509K,40060000,Allos,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,03/06/2008,03/06/2008,30/11/2021,F.ALL,BT,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,51.0,,,62.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2900,Confidentiel,17W000000057953C,40080000,Annot,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,14/10/2022,ENTRE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2902,CENTRALE DE VELARA,17W000000406071G,40080000,Annot,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,14/10/2022,ENTRE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,255.0,,,255.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2917,SCP,17W000000164193Y,40230000,Bayons,CC du Sisteronais-Buëch,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,04/10/2022,S.PON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,715.0,,,450.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2930,S.PONH-CENTRALE HYDRAULIQUE DE SERRE-PONCON-6,17W0000000126513,40330000,Ubaye-Serre-Ponçon,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1960,01/05/1990,01/10/2020,S.PON,225 kV,DIRECT,Hydraulique,,,LAC,,370000.0,,,,,4.0,En service,,,,,RTE,129.6
2940,LA CHAUDANNE,17W0000004220018,40390000,Castellane,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/2012,01/01/2012,23/11/2021,CSLLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1300.0,,,1300.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2943,CXDANH-CENTRALE HYDRAULIQUE DE CHAUDANNE (LA)-5,17W000000012591W,40390000,Castellane,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1953,01/05/1990,03/01/2020,CXDAN,150 kV,DIRECT,Hydraulique,,,ECLUSEE,,23500.0,,,,,2.0,En service,,,,,RTE,70.0
2956,Confidentiel,17W000000080969E,40490102,Château-Arnoux-Saint-Auban,CA Provence-Alpes-Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/12/2015,08/12/2015,04/10/2022,SSAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,450.0,,,450.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
2970,Confidentiel,17W0000014362005,40620000,La Condamine-Châtelard,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,25/10/2022,25/10/2022,25/10/2022,C.CH5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3660.0,,,3660.0,,,En service,0.0,0.0,15.4,0.0,Enedis,429.0
3002,CASTIH-CENTRALE HYDRAULIQUE DE CASTILLON (LE)-5,17W0000000125614,40690000,Demandolx,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1948,,02/01/2014,CASTI,150 kV,DIRECT,Hydraulique,,,LAC,,51000.0,,,,,4.0,En service,,,,,RTE,90.0
3028,Confidentiel,17W0000003989351,40810000,Esparron-de-Verdon,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,03/07/2012,03/07/2012,22/11/2021,VINON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,850.0,,,850.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3043,Confidentiel,17W000000404262J,40900000,Le Fugeret,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/10/1998,08/10/1998,30/11/2021,ENTRE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,60.0,,,60.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3057,Confidentiel,17W000000988939V,40960000,Jausiers,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,26/10/2017,26/10/2017,01/12/2021,C.CH5,HTA,Indirect,Hydraulique,,,HYDROLIEN FLUVIAL,,2556.0,,,2556.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3059,Confidentiel,17W0000000542002,40960000,Jausiers,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,09/10/1997,09/10/1997,01/12/2021,C.CH5,HTA,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,2300.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3060,MURETTE,17W000000424477N,40960000,Jausiers,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,01/12/2021,C.CH5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3900.0,,,3900.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3064,CHAMPANASTAIS,17W000000988282L,41020000,Le Lauzet-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/07/2014,01/07/2014,01/12/2021,S.PON,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,399.0,,,399.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3065,CHAMPANASTAIS,17W000000155743Q,41020000,Le Lauzet-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,09/10/1997,09/10/1997,01/12/2021,S.PON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1290.0,,,891.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3117,MANOSH-CENTRALE HYDRAULIQUE DE MANOSQUE-6,17W0000000119231,41120109,Manosque,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1969,,01/01/2010,MANOS,225 kV,DIRECT,Hydraulique,,,LAC,,49500.0,,,,,1.0,En service,,,,,RTE,37.8
3185,Confidentiel,17W0000013834268,41200000,Val d'Oronaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,03/05/2022,03/05/2022,16/11/2022,C.CH5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,135.0,,,En service,0.0,0.0,0.0,0.0,Enedis,186.0
3186,Confidentiel,17W000000406217E,41200000,Val d'Oronaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,13/06/2006,13/06/2006,30/11/2021,C.CH5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,50.0,,,50.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3205,CPES LES BROULES,17W000000917780F,41270000,Montfort,CC Jabron-Lure-Vançon-Durance,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,17/04/2019,17/04/2019,02/08/2019,SSAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3300.0,,,3300.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3242,ORAISH-CENTRALE HYDRAULIQUE DE ORAISON-6,17W0000000121856,41430000,Oraison,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1963,,31/12/2009,ORAIS,225 kV,DIRECT,Hydraulique,,,LAC,,187000.0,,,,,3.0,En service,,,,,RTE,86.7
3265,CHANOLLES SHEMA,17W0000000491452,41550000,Prads-Haute-Bléone,CA Provence-Alpes-Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,20/02/2012,20/02/2012,04/10/2022,DIGNE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,251.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3272,QUINSH-CENTRALE HYDRAULIQUE DE QUINSON-6,17W000000011925Y,41580000,Quinson,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1976,,02/01/2010,QUINS,225 kV,DIRECT,Hydraulique,,,ECLUSEE,,40700.0,,,,,1.0,En service,,,,,RTE,46.5
3280,Confidentiel,17W000000148465J,41610000,Méolans-Revel,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,09/10/1997,09/10/1997,01/12/2021,BARCE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3400.0,,,3400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3296,Confidentiel,17W000000988512U,41740000,Saint-Benoît,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,28/05/2014,28/05/2014,01/12/2021,ENTRE,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,4434.0,,,4434.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3297,Confidentiel,17W000000046807Y,41740000,Saint-Benoît,CC Alpes-Provence-Verdon - Sources de Lumière,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,09/10/1997,09/10/1997,01/12/2021,ENTRE,HTA,Direct,Hydraulique,,,,,3500.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3300,SSCROH-CENTRALE HYDRAULIQUE DE STE-CROIX-DU-VERDON-6,17W000000012956I,41760000,Sainte-Croix-du-Verdon,CA Provence-Alpes-Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1975,,01/12/2014,SSCRO,225 kV,DIRECT,Hydraulique,,,LAC,,132270.0,,52800.0,,,2.0,En service,,,,,RTE,83.0
3323,BLACHIERE,17W000000987769Z,41930000,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,03/12/2018,03/12/2018,01/12/2021,C.CH5,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,444.0,,,1850.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3325,MEYRONNES,17W000000988450Q,,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,05/07/2016,05/07/2016,22/11/2021,C.CH5,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,420.0,,,420.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3326,BLACHIERE,17W000000416675F,41930000,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,16/12/1983,16/12/1983,01/12/2021,C.CH5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2022.0,,,1406.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3327,Confidentiel,17W0000009889441,41930000,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,03/12/2019,03/12/2019,01/12/2021,C.CH5,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,467.0,,,467.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3328,Confidentiel,17W000000164302I,41930000,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,16/12/1983,16/12/1983,01/12/2021,C.CH5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1875.0,,,1293.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3329,MEYRONNES,17W000000047485P,,Saint-Paul-sur-Ubaye,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,13/08/2012,13/08/2012,22/11/2021,C.CH5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1900.0,,,1480.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3331,Confidentiel,17W0000003928308,41950000,Saint-Pons,CC Vallée de l'Ubaye - Serre-Ponçon,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,18/11/2013,18/11/2013,23/10/2018,BARCE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3338,SSTU2H-CENTRALE HYDRAULIQUE DE SAINTE-TULLE 2 (G5 PROD)-6,17W0000000128036,41970000,Sainte-Tulle,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1969,02/01/2013,26/07/2019,SSTUL,225 kV,DIRECT,Hydraulique,,,LAC,,52306.383,,,,,1.0,En service,,,,,RTE,38.57
3339,SSTULH-CENTRALE HYDRAULIQUE DE STE-TULLE-3,17W0000000126424,41970000,Sainte-Tulle,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1952,01/05/1990,26/07/2019,SSTUL,63 kV,DIRECT,Hydraulique,,,LAC,,35493.617,,,,,4.0,En service,,,,,RTE,38.57
3344,SALIGH-CENTRALE HYDRAULIQUE DE SALIGNAC-6,17W000000012386X,42000000,Salignac,CC Jabron-Lure-Vançon-Durance,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1976,,31/12/2009,SALIG,225 kV,DIRECT,Hydraulique,,,LAC,,78000.0,,,,,2.0,En service,,,,,RTE,29.5
3390,SISTEH-CENTRALE HYDRAULIQUE DE SISTERON-6,17W000000012488P,42090103,Sisteron,CC du Sisteronais-Buëch,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1976,01/05/1990,27/10/2022,SISTE,225 kV,DIRECT,Hydraulique,,,LAC,,214000.0,,,,,2.0,En service,,,,,RTE,116.4
3450,CURBAH-CENTRALE HYDRAULIQUE DE CURBANS-6,17W000000012879A,42340000,Venterol,CC Serre-Ponçon Val d'Avance,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1966,,03/11/2014,CURBA,225 kV,DIRECT,Hydraulique,,,LAC,,139000.0,,,,,3.0,En service,,,,,RTE,82.7
3453,LARGUH-CENTRALE HYDRAULIQUE DE LARGUE (LE)-3,17W000000012601I,42420000,Villeneuve,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1954,,31/12/2009,LARGU,63 kV,DIRECT,Hydraulique,,,LAC,,10200.0,,,,,2.0,En service,,,,,RTE,11.9
3454,BRILLH-CENTRALE HYDRAULIQUE DE BRILLANNE (LA)-3,17W000000012507A,42420000,Villeneuve,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,01/01/1952,,31/12/2009,BRILL,63 kV,DIRECT,Hydraulique,,,LAC,,29000.0,,,,,2.0,En service,,,,,RTE,25.4
3463,Confidentiel,17W000000974080M,42420000,Villeneuve,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,27/05/2020,27/05/2020,27/05/2020,BRILL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,140.0,,,En service,0.0,0.0,0.9,0.0,Enedis,50.0
3477,ARGENH-CENTRALE HYDRAULIQUE DE ARGENTIERE (L)-3,17W000000012368Z,50060000,L'Argentière-la-Bessée,CC du Pays des Ecrins,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/01/1973,,31/12/2009,ARGEN,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,32700.0,,,,,2.0,En service,,,,,RTE,175.6
3478,Confidentiel,17W000000414105T,50060000,L'Argentière-la-Bessée,CC du Pays des Ecrins,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/06/2016,01/06/2016,24/04/2019,ARGEN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,6169.0,,,6169.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3509,Confidentiel,17W000000159452H,,Baratier,CC Serre-Ponçon,Hautes-Alpes,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,01/12/2021,EMBRU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1800.0,,,1800.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3514,Confidentiel,17W000000424914R,50120000,Baratier,CC Serre-Ponçon,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/01/2006,01/01/2006,04/10/2022,EMBRU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1000.0,,,1000.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3547,Confidentiel,17W0000004878383,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,02/04/1905,02/04/1905,28/07/2022,SAGN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1200.0,,,1030.0,,,En service,,,,,Energie développement services du Briançonnais,
3548,Confidentiel,17W000000484832U,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,19/05/1905,19/05/1905,28/07/2022,SAGN5,HTA,Direct,Hydraulique,,,ECLUSEE,,4000.0,,,4000.0,,,En service,,,,,Energie développement services du Briançonnais,
3551,Confidentiel,17W000000998185D,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,14/03/1905,23/06/1905,28/07/2022,SAGN5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,50.0,,,50.0,,,En service,,,,,Energie développement services du Briançonnais,
3552,Confidentiel,17W0000004840846,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,,23/06/1905,01/08/2020,,BT,DIRECT,Hydraulique,,,FIL DE L'EAU,,50.0,,,50.0,,1.0,En service,,,,,Energie développement services du Briançonnais,
3553,Confidentiel,17W000000483117M,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,06/06/1905,06/06/1905,28/07/2022,SAGN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2400.0,,,2400.0,,,En service,,,,,Energie développement services du Briançonnais,
3557,Confidentiel,17W0000004860553,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/09/2014,01/09/2014,28/07/2022,SAGN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2400.0,,,2400.0,,,En service,,,,,Energie développement services du Briançonnais,
3561,Confidentiel,17W0000009980046,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,18/11/2015,18/11/2015,28/07/2022,SAGN5,BT,Indirect,Hydraulique,,,FIL DE L'EAU,,90.0,,,90.0,,,En service,,,,,Energie développement services du Briançonnais,
3562,Confidentiel,17W0000009980996,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,14/12/2017,14/12/2017,28/07/2022,SAGN5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,110.0,,,120.0,,,En service,,,,,Energie développement services du Briançonnais,
3563,Confidentiel,17W000000485094Z,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,14/12/2017,14/12/2017,01/08/2020,,BT,DIRECT,Hydraulique,,,FIL DE L'EAU,,110.0,,,120.0,,1.0,En service,,,,,Energie développement services du Briançonnais,
3564,Confidentiel,17W000000488946W,,Briançon,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,18/11/2015,18/11/2015,01/08/2020,,BT,INDIRECT,Hydraulique,,,FIL DE L'EAU,,90.0,,,90.0,,1.0,En service,,,,,Energie développement services du Briançonnais,
3577,CRISTILLAN,17W000000150201D,,Ceillac,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/11/1998,01/11/1998,30/11/2021,MTDAU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3372.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3578,CRISTILLAN,17W000000988988I,,Ceillac,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,23/11/2017,23/11/2017,30/11/2021,MTDAU,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,3600.0,,,3600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3579,CENTRALE HYDROELECTRIQUE DE CERVIERES,17W000000414980K,50270000,Cervières,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,03/07/2017,03/07/2017,01/08/2017,BRIAN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3250.0,,,3250.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3592,EDF DPIH CHAMPCELLA,17W000000052013B,50310000,Champcella,CC du Pays des Ecrins,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/06/2016,01/06/2016,24/01/2019,ARGEN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,11443.0,,,11443.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3593,CENTRALE HYDROELECTRIQUE CHAMPOLEON,17W000001360277Q,50320000,Champoléon,CC Champsaur-Valgaudemar,Hautes-Alpes,Provence-Alpes-Côte d'Azur,18/01/2022,18/01/2022,22/03/2022,P.FOS,BT,Direct,Hydraulique,,,FIL DE L'EAU,,130.0,,,130.0,,,En service,0.0,0.0,0.565,0.0,Enedis,106.4
3598,Confidentiel,17W000000988914A,50380000,Château-Ville-Vieille,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,11/12/2012,11/12/2012,04/10/2022,C.QUE,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,1074.0,,,1074.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3600,Confidentiel,17W000000165663I,50380000,Château-Ville-Vieille,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,04/10/2022,C.QUE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,497.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3616,CENTRALE DE CREVOUX,17W000000955254M,50440000,Crévoux,CC Serre-Ponçon,Hautes-Alpes,Provence-Alpes-Côte d'Azur,12/11/2019,12/11/2019,16/03/2022,EMBRU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2500.0,,,2500.0,,,En service,0.0,0.0,8.0,0.0,Enedis,283.0
3644,EYGLIH-CENTRALE HYDRAULIQUE DE EYGLIERS-3,17W000000011977F,50520000,Eygliers,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/01/1982,,31/12/2009,EYGLI,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,20800.0,,,,,2.0,En service,,,,,RTE,130.55
3647,EDF DPIH EYGLIERS,17W000000046066D,,Eygliers,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/01/2006,01/01/2006,30/11/2021,MTDAU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,179.0,,,179.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3698,Confidentiel,17W0000009703332,50610201,Gap,CA Gap-Tallard-Durance,Hautes-Alpes,Provence-Alpes-Côte d'Azur,18/06/2020,18/06/2020,26/09/2022,GRISO,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1585.0,,,1585.0,,,En service,0.0,0.0,5.5,0.0,Enedis,365.0
3722,OCHE H-CENTRALE HYDRAULIQUE DE OCHE (L)-3,17W000000012401Q,50630000,La Grave,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,01/01/1980,21/05/2014,25/07/2019,OCHE,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,4700.0,,,,,2.0,En service,,,,,RTE,165.7
3723,Confidentiel,17W000000461285N,,La Grave,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,31/08/2017,31/08/2017,01/12/2018,SSGUI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,900.0,,,900.0,,,En service,0.0,0.0,3.5,0.0,Enedis,530.0
3724,CENTRALE HYDROELECTRIQUE DE LA MEIJE,17W000000502776S,50630000,La Grave,CC du Briançonnais,Hautes-Alpes,Provence-Alpes-Côte d'Azur,15/01/2019,15/01/2019,21/06/2021,SSGUI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3600.0,,,3600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3728,Confidentiel,17W000000987395D,50650000,Guillestre,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,15/03/2018,15/03/2018,01/12/2021,MTDAU,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,3350.0,,,3350.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
3729,Confidentiel,17W000000049505Z,50650000,Guillestre,CC du Guillestrois et du Queyras,Hautes-Alpes,Provence-Alpes-Côte d'Azur,15/03/2018,15/03/2018,01/12/2021,MTDAU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2300.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
