nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
M.PONT51 - GROUPE 51 DE LA CENTRALE THERMIQUE DE MARTIGUES-PONTEAU (TAC),17W100P100P2114K,130560101,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,02/02/2012,,09/07/2012,M.PON,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,304000.0,,,304000.0,,1.0,En service,,RTE
M.PONT61 - GROUPE 61 DE LA CENTRALE THERMIQUE DE MARTIGUES-PONTEAU (TAC),17W100P100P2116G,130560101,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,30/05/2012,28/08/2013,02/01/2015,M.PON,400 kV,DIRECT,GAZ,,CYCLE COMBINE,,304000.0,,,304000.0,,1.0,En service,,RTE
Confidentiel,17W0000000486041,,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/2010,01/11/2010,29/11/2021,MRGUE,HTA,Direct,GAZ,,,,3845.0,,,3845.0,,,En service,0.0,Enedis
M.PONT52 - GROUPE 52 DE LA CENTRALE THERMIQUE DE MARTIGUES-PONTEAU (TAV),17W100P100P2115I,130560101,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,02/02/2012,,09/07/2012,M.PON,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,191000.0,,,191000.0,,1.0,En service,,RTE
LAUROT05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE LAURONS,17W100P100P1469P,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1972,01/01/1972,21/03/2013,LAURO,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",TURBINE A VAPEUR,,4500.0,,,4500.0,,1.0,En service,,RTE
Confidentiel,17W000000412185F,130560116,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,31/10/1996,31/10/1996,01/12/2021,MRGUE,HTA,Direct,GAZ,,AUTRE,,2070.0,,,2070.0,,,En service,0.0,Enedis
AUGUET02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE AUGUETTE,17W100P100P1152H,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/2000,,03/01/2013,AUGUE,225 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,38400.0,,,38400.0,,1.0,En service,,RTE
AUGUET01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE AUGUETTE,17W100P100P1151J,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/2000,,03/01/2013,AUGUE,225 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,68000.0,,,68000.0,,1.0,En service,,RTE
LAUROT04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE LAURONS,17W100P100P1468R,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1966,01/01/1966,21/03/2013,LAURO,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",COGENERATION A VAPEUR,,9000.0,,,9000.0,,1.0,En service,,RTE
LAVE6T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE LAVERA,17W100P100P1473Y,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1972,01/01/1972,25/05/2016,CARON,63 kV,DIRECT,FIOUL,,COGENERATION A VAPEUR,,11000.0,,,11000.0,,1.0,En service,,RTE
RENAIT01 - ADP 01 DE LA CENTRALE THERMIQUE DE RENAIRES,17W000001023707K,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15/01/2020,15/01/2020,16/01/2020,LAVER,225 kV,INDIRECT,GAZ,,AUTRE,,24500.0,,,24500.0,,3.0,En service,,RTE
LAUROT07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE LAURONS,17W100P100P14703,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1985,01/03/1985,21/03/2013,LAURO,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",COGENERATION A VAPEUR,,11000.0,,,11000.0,,1.0,En service,,RTE
M.PONT62 - GROUPE 62 DE LA CENTRALE THERMIQUE DE MARTIGUES-PONTEAU (TAV),17W100P100P2117E,130560101,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/02/2011,02/03/2013,02/01/2014,M.PON,400 kV,DIRECT,GAZ,,CYCLE COMBINE,,191000.0,,,191000.0,,1.0,En service,,RTE
LAVE6T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE LAVERA,17W100P100P14711,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1972,01/01/1972,25/05/2016,CARON,63 kV,DIRECT,FIOUL,,COGENERATION A VAPEUR,,11000.0,,,11000.0,,1.0,En service,,RTE
LAVE6T03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE LAVERA,17W100P100P1474W,130560120,Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1972,01/01/1972,25/05/2016,CARON,63 kV,DIRECT,FIOUL,,TURBINE A VAPEUR,,6000.0,,,6000.0,,1.0,En service,,RTE
Confidentiel,17W000001313853V,130760000,Plan-d'Orgon,CA Terre de Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/10/2020,01/10/2020,01/07/2021,,BT,Direct,GAZ,,MOTEUR A PISTON,BATTE,250.0,250.0,250.0,250.0,250.0,2.0,En service,250.0,Enedis
SOLAMAT MEREX,17W000000161372C,130810101,Rognac,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,23/09/2014,23/09/2014,09/11/2021,BERRE,HTA,Direct,GAZ,,,,797.0,,,797.0,,,En service,0.0,Enedis
SARL DESORGUES,17W000000157099H,130890000,Saint-Andiol,CA Terre de Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/12/2014,12/12/2014,06/11/2022,CTAUR,HTA,Direct,GAZ,,MOTEUR A PISTON,,2004.0,,,2004.0,,,En service,0.0,Enedis
Confidentiel,17W000000063982J,130970101,Saint-Martin-de-Crau,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,03/12/2014,03/12/2014,08/12/2016,M.GOU,HTA,Direct,GAZ,,MOTEUR A PISTON,,1540.0,,,1540.0,,,En service,0.0,Enedis
Confidentiel,17W000001328043Z,130970101,Saint-Martin-de-Crau,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,13/10/2021,13/10/2021,13/10/2021,S.AIR,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4499.0,,,4499.0,,,En service,0.0,Enedis
Confidentiel,17W000000043491D,130970102,Saint-Martin-de-Crau,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/04/2012,12/04/2012,04/10/2022,M.GOU,HTA,Direct,FIOUL,,,,7000.0,,,7000.0,,,En service,0.0,Enedis
CADART01 - ADP 01 DE LA CENTRALE THERMIQUE DE CADARACHE,17W000000391439B,130990000,Saint-Paul-lès-Durance,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,10/11/2017,01/11/2017,01/11/2017,CADAR,63 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,5358.0,,,5358.0,,1.0,En service,,RTE
ALPILLES ENERGIE,17W000000420779R,131000103,Saint-Rémy-de-Provence,CC Vallée des Baux-Alpilles (CC VBA),Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,18/10/2016,18/10/2016,16/12/2020,SSPRO,HTA,Direct,GAZ,,,,1160.0,,,1160.0,,,En service,0.0,Enedis
Confidentiel,17W000000153879B,131030105,Salon-de-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,31/08/1997,31/08/1997,05/04/2022,S.BLA,HTA,Direct,GAZ,,AUTRE,,4999.0,,,4999.0,,,En service,0.0,Enedis
Confidentiel,17W000000419987I,131030115,Salon-de-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,26/12/2014,26/12/2014,23/06/2017,S.AIR,HTA,Direct,GAZ,,AUTRE,,1950.0,,,1950.0,,,En service,0.0,Enedis
EFFICIENCE,17W000001328605J,131030115,Salon-de-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/10/2020,12/10/2020,12/10/2020,S.AIR,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,3356.0,,,3356.0,,,En service,0.0,Enedis
Confidentiel,17W000001366135G,131030115,Salon-de-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/10/2021,12/10/2021,12/10/2021,S.AIR,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4499.0,,,4499.0,,,En service,0.0,Enedis
Confidentiel,17W000000426656D,131170102,Vitrolles,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,31/08/1997,31/08/1997,01/11/2022,VITRO,HTA,Direct,GAZ,,,,2704.0,,,2704.0,,,En service,0.0,Enedis
Confidentiel,17W000000042542R,131170102,Vitrolles,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14/10/2011,14/10/2011,24/11/2021,VITRO,HTA,Direct,GAZ,,,,835.0,,,815.0,,,En service,0.0,Enedis
Confidentiel,17W0000004246142,132050305,Marseille 5e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,30/04/2015,30/04/2015,06/12/2022,CONCE,HTA,Direct,FIOUL,,AUTRE,,4999.0,,,4999.0,,,En service,0.0,Enedis
Confidentiel,17W000000407535W,132050103,Marseille 5e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/03/2015,12/03/2015,23/04/2015,CONCE,HTA,Direct,FIOUL,,AUTRE,,5000.0,,,5000.0,,,En service,0.0,Enedis
Confidentiel,17W000000416069Y,132060202,Marseille 6e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,20/12/2011,20/12/2011,23/11/2021,CONCE,HTA,Direct,GAZ,,AUTRE,,1487.0,,,1487.0,,,En service,0.0,Enedis
Confidentiel,17W000000424211O,132080802,Marseille 8e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1999,01/11/1999,30/11/2021,RABAT,HTA,Direct,GAZ,,AUTRE,,2715.0,,,2002.0,,,En service,0.0,Enedis
Confidentiel,17W0000000588816,132080604,Marseille 8e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,28/11/2011,28/11/2011,04/10/2022,MAZAR,HTA,Direct,GAZ,,,,1555.0,,,1400.0,,,En service,0.0,Enedis
RESIDENCE CADENELLE,17W000000420449B,132080405,Marseille 8e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,28/09/2011,28/09/2011,24/11/2021,RABAT,HTA,Direct,GAZ,,,,1946.0,,,1990.0,,,En service,0.0,Enedis
Confidentiel,17W000001240248F,132090203,Marseille 9e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17/12/2020,17/12/2020,19/12/2020,MAZAR,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,273.0,,,,,,En service,0.0,Enedis
Confidentiel,17W0000012412951,,Marseille 9e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17/12/2020,17/12/2020,05/10/2021,MAZAR,HTA,Indirect,GAZ,,,,294.0,,,273.0,,,En service,0.0,Enedis
COGENERATION CASTELROC - 5567400,17W0000014570639,,Marseille 10e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1997,01/11/1997,25/10/2022,MAZAR,HTA,Direct,GAZ,,AUTRE,,950.0,,,950.0,,,En service,0.0,Enedis
Confidentiel,17W000000151695V,,Marseille 11e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1999,01/11/1999,04/10/2022,CAIL5,HTA,Direct,GAZ,,,,1001.0,,,1001.0,,,En service,0.0,Enedis
Confidentiel,17W000000048496F,132110601,Marseille 11e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,16/02/2000,16/02/2000,30/11/2021,CAIL5,HTA,Direct,GAZ,,,,3452.0,,,3452.0,,,En service,0.0,Enedis
Confidentiel,17W000000054844W,132110201,Marseille 11e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,21/02/2011,21/02/2011,29/11/2021,E.BOT,HTA,Direct,GAZ,,AUTRE,,10934.0,,,10934.0,,,En service,0.0,Enedis
Confidentiel,17W000000059091U,132111002,Marseille 11e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,13/01/2011,13/01/2011,04/10/2022,CAIL5,HTA,Direct,GAZ,,,,1942.0,,,1990.0,,,En service,0.0,Enedis
CENTRE DE GERONTOLOGIE DE MONTOLIVET,17W000000058004J,132120301,Marseille 12e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/12/2000,27/12/2000,30/11/2021,CONCE,HTA,Direct,GAZ,,,,1033.0,,,845.0,,,En service,0.0,Enedis
LA MONGRANE,17W0000001523692,132131002,Marseille 13e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,10/10/2010,10/10/2010,04/10/2022,B.MAI,HTA,Direct,GAZ,,AUTRE,,395.0,,,385.0,,,En service,0.0,Enedis
Confidentiel,17W000000411112A,132130804,Marseille 13e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/11/2010,27/11/2010,05/12/2022,C.GOM,HTA,Direct,GAZ,,AUTRE,,1271.0,,,839.0,,,En service,0.0,Enedis
Confidentiel,17W000000154933Q,132150102,Marseille 15e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/10/2020,01/10/2020,01/12/2021,SAUM6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,950.0,,,950.0,,,En service,0.0,Enedis
Confidentiel,17W000000434393N,132150703,Marseille 15e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,30/11/2017,30/11/2017,26/09/2022,ARENC,HTA,Direct,FIOUL,,AUTRE,,4999.0,,,4999.0,,,En service,0.0,Enedis
Confidentiel,17W000000441953K,132151002,Marseille 15e Arrondissement,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11/10/2017,11/10/2017,10/01/2018,SAUM6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4780.0,,,4780.0,,,En service,0.0,Enedis
Confidentiel,17W000000403110A,141181404,Caen,CU Caen la Mer,Calvados,Normandie,01/11/2010,01/11/2010,13/12/2022,SSCON,HTA,Direct,GAZ,,,,1480.0,,,1480.0,,,En service,0.0,Enedis
Confidentiel,17W000000409122A,141181401,Caen,CU Caen la Mer,Calvados,Normandie,16/11/2000,16/11/2000,13/12/2022,CAEN,HTA,Direct,GAZ,,,,1950.0,,,1950.0,,,En service,0.0,Enedis
Confidentiel,17W000000045977E,141181903,Caen,CU Caen la Mer,Calvados,Normandie,01/11/2010,01/11/2010,13/12/2022,CAEN,HTA,Direct,GAZ,,AUTRE,,1990.0,,,1990.0,,,En service,0.0,Enedis
Confidentiel,17W000000075266T,141180901,Caen,CU Caen la Mer,Calvados,Normandie,01/11/2011,01/11/2011,15/12/2022,SSCON,HTA,Direct,GAZ,,,,3350.0,,,2940.0,,,En service,0.0,Enedis
COGENERATION GUERINIERE,17W0000004198281,141181801,Caen,CU Caen la Mer,Calvados,Normandie,01/11/2010,01/11/2010,13/12/2022,DRONN,HTA,Direct,GAZ,,AUTRE,,3050.0,,,2650.0,,,En service,0.0,Enedis
Confidentiel,17W0000004341811,142580105,Falaise,CC du Pays de Falaise,Calvados,Normandie,27/10/2017,27/10/2017,14/12/2022,VASTO,HTA,Direct,FIOUL,,AUTRE,,2592.0,,,2592.0,,,En service,0.0,Enedis
COGENERATION CH DE LISIEUX,17W0000000412346,143660301,Lisieux,CA Lisieux Normandie,Calvados,Normandie,01/11/2000,01/11/2000,15/12/2022,LISIE,HTA,Direct,GAZ,,AUTRE,,3050.0,,,3050.0,,,En service,0.0,Enedis
Confidentiel,17W000000077143Z,160150702,Angoulême,CA du Grand Angoulême,Charente,Nouvelle-Aquitaine,01/11/2014,01/11/2014,27/09/2018,RABIO,HTA,Direct,GAZ,,,,5941.0,,,5941.0,,,En service,0.0,Enedis
COGESTAR 3,17W000000496415U,161920000,Terres-de-Haute-Charente,CC de Charente Limousine,Charente,Nouvelle-Aquitaine,07/11/2018,07/11/2018,01/05/2021,LOUBE,HTA,Indirect,GAZ,,,,1920.0,,,1920.0,,,En service,0.0,Enedis
AHLSTROM SPECIALTIES,17W0000002865272,163500000,Saint-Séverin,CC Lavalette Tude Dronne,Charente,Nouvelle-Aquitaine,09/02/2017,09/02/2017,09/10/2018,BERTR,HTA,Indirect,GAZ,,COGENERATION A VAPEUR,,8800.0,,,8800.0,,,En service,0.0,Enedis
Confidentiel,17W000000044501V,163740104,Soyaux,CA du Grand Angoulême,Charente,Nouvelle-Aquitaine,01/01/2012,01/01/2012,01/03/2019,SOYAU,HTA,Direct,GAZ,,AUTRE,,2750.0,,,2750.0,,,En service,0.0,Enedis
Confidentiel,17W000000044955T,170280101,Aytré,CA de La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,20/04/2011,20/04/2011,01/11/2017,AYTRE,HTA,Direct,FIOUL,,,,4990.0,,,4990.0,,,En service,0.0,Enedis
Confidentiel,17W000000962726G,172990401,Rochefort,CA Rochefort Océan,Charente-Maritime,Nouvelle-Aquitaine,25/03/2020,25/03/2020,21/09/2022,ROCH8,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,80.0,,,80.0,,,En service,0.0,Enedis
Confidentiel,17W000000061358D,172990402,Rochefort,CA Rochefort Océan,Charente-Maritime,Nouvelle-Aquitaine,01/11/2010,01/11/2010,01/11/2017,ROCH8,HTA,Direct,FIOUL,,TURBINE A COMBUSTION,,6650.0,,,6650.0,,,En service,0.0,Enedis
VAUGOT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE VAUGOUIN,17W100P100P1724Z,173000401,La Rochelle,CA de La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,01/11/1997,,01/10/2003,VAUGO,90 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,7400.0,,,7400.0,,1.0,En service,,RTE
Confidentiel,17W000000045800G,173000104,La Rochelle,CA de La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,01/11/2003,01/11/2003,01/03/2019,BXLIE,HTA,Direct,GAZ,,AUTRE,,1450.0,,,1450.0,,,En service,0.0,Enedis
Confidentiel,17W000000146169X,173000903,La Rochelle,CA de La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,13/12/2001,13/12/2001,09/07/2019,BXLIE,HTA,Direct,GAZ,,,,1990.0,,,2060.0,,,En service,0.0,Enedis
Confidentiel,17W000001712806H,,Saint-Sulpice-de-Royan,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,07/11/2022,07/11/2022,07/11/2022,ROYAN,HTA,Indirect,GAZ,,COGENERATION A COMBUSTION,,999.0,,,999.0,,,En service,0.0,Enedis
Confidentiel,17W000001457734P,,Saint-Sulpice-de-Royan,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,04/11/2022,04/11/2022,04/11/2022,,HTA,Direct,GAZ,,,,999.0,,,999.0,,,En service,0.0,Enedis
Confidentiel,17W0000001528147,,Bourges,CA Bourges Plus,Cher,Centre-Val de Loire,01/01/1998,01/01/1998,29/12/2022,SSDOU,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4050.0,,,4050.0,,,En service,0.0,Enedis
Confidentiel,17W0000009156234,181970102,Saint-Amand-Montrond,CC Cur de France,Cher,Centre-Val de Loire,13/05/2019,13/05/2019,04/03/2020,SSAMA,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,225.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000917543T,181970102,Saint-Amand-Montrond,CC Cur de France,Cher,Centre-Val de Loire,13/05/2019,13/05/2019,01/04/2022,SSAMA,BT,Indirect,GAZ,,,,225.0,,,225.0,,,En service,0.0,Enedis
Confidentiel,17W000000049817G,182790901,Vierzon,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,28/02/2001,28/02/2001,29/12/2022,VIERZ,HTA,Direct,GAZ,,,,1152.0,,,1152.0,,,En service,0.0,Enedis
Confidentiel,17W000001352103I,,Brive-la-Gaillarde,CA du Bassin de Brive,Corrèze,Nouvelle-Aquitaine,02/12/2021,02/12/2021,02/12/2021,BXREG,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,48.0,,,48.0,,,En service,0.0,Enedis
Confidentiel,17W000001351899U,190310405,Brive-la-Gaillarde,CA du Bassin de Brive,Corrèze,Nouvelle-Aquitaine,02/12/2021,02/12/2021,06/01/2022,BXREG,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,48.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000430428D,211030000,Brazey-en-Plaine,CC Rives de Saône,Côte-d'Or,Bourgogne-Franche-Comté,23/10/2012,23/10/2012,19/04/2022,BEON,HTA,Direct,GAZ,,MOTEUR A PISTON,,4401.0,,,4360.0,,,En service,0.0,Enedis
CENTRALE COGENERATION DE CHENOVE,17W000000418810P,211660102,Chenôve,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,28/10/2014,28/10/2014,29/12/2022,P.BER,HTA,Direct,GAZ,,,,8500.0,,,7867.0,,,En service,0.0,Enedis
COGENERATION SOLVAY BENVIC,17W000000412170S,211710199,Chevigny-Saint-Sauveur,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,23/11/2011,23/11/2011,19/04/2022,C.SAU,HTA,Direct,GAZ,,AUTRE,,1500.0,,,1500.0,,,En service,0.0,Enedis
COGENERATION SODIEN,17W000000049204C,212319901,Dijon,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,30/10/2013,30/10/2013,29/12/2022,KIR,HTA,Direct,GAZ,,,,12588.0,,,7684.0,,,En service,0.0,Enedis
Confidentiel,17W0000004186496,212311804,Dijon,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,01/11/2010,01/11/2010,14/11/2022,SSAPO,HTA,Direct,GAZ,,AUTRE,,1454.0,,,1650.0,,,En service,0.0,Enedis
Confidentiel,17W000000460680M,212310704,Dijon,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,19/10/2017,19/10/2017,29/04/2022,SSAPO,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,6712.0,,,6712.0,,,En service,0.0,Enedis
CENTRE AQUATIQUE MONTBARD-AMPHITRITE,17W000001371366G,,Montbard,CC du Montbardois,Côte-d'Or,Bourgogne-Franche-Comté,16/12/2021,16/12/2021,16/12/2021,MTBAR,HTA,Indirect,GAZ,,COGENERATION A COMBUSTION,,48.0,,,48.0,,,En service,0.0,Enedis
GAEC LES REFLETS DE LA PRESQU ILE,17W000000049651O,220040101,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,01/12/2015,01/12/2015,24/11/2020,PLUZU,HTA,Direct,GAZ,,AUTRE,,4401.0,,,4401.0,,,En service,0.0,Enedis
Confidentiel,17W000000498304T,220280000,Camlez,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,01/11/2018,01/11/2018,01/11/2018,MINIH,HTA,Direct,GAZ,,,,4401.0,,,4401.0,,,En service,0.0,Enedis
Confidentiel,17W000000424865E,220280000,Camlez,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,08/11/2016,08/11/2016,01/12/2016,MINIH,HTA,Direct,GAZ,,,,2027.0,,,2027.0,,,En service,0.0,Enedis
Confidentiel,17W000000492540A,220500107,Dinan,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,15/10/2018,15/10/2018,01/03/2019,DINAN,HTA,Indirect,GAZ,,COGENERATION A COMBUSTION,,625.0,,,625.0,,,En service,0.0,Enedis
Confidentiel,17W000000493578H,220500107,Dinan,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,15/10/2018,15/10/2018,01/12/2020,DINAN,HTA,Direct,GAZ,,,,625.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000430231W,220900000,Kermaria-Sulard,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,01/11/2016,01/11/2016,01/12/2016,PERR6,HTA,Direct,GAZ,,,,4401.0,,,4401.0,,,En service,0.0,Enedis
CGLEC ENERGIE,17W0000004265201,221270000,Lézardrieux,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,01/12/2015,01/12/2015,01/12/2015,PAIMP,HTA,Direct,GAZ,,AUTRE,,2610.0,,,2610.0,,,En service,0.0,Enedis
Confidentiel,17W000000152689L,221360105,Loudéac,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,01/11/1997,01/11/1997,01/02/2019,LOUDE,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7424.0,,,7424.0,,,En service,0.0,Enedis
LEROLEC SARL,17W000000416024J,221620103,Paimpol,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,29/10/2013,29/10/2013,01/07/2015,PAIMP,HTA,Direct,GAZ,,,,4401.0,,,4401.0,,,En service,0.0,Enedis
SARL CHALEC,17W000000494538O,221620103,Paimpol,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,02/10/2018,02/10/2018,01/09/2020,PAIMP,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4401.0,,,4401.0,,,En service,0.0,Enedis
Confidentiel,17W0000004161198,221660000,Penvénan,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,25/10/2016,25/10/2016,20/03/2020,MINIH,HTA,Direct,GAZ,,,,1560.0,,,1560.0,,,En service,0.0,Enedis
CASTELEC,17W0000000669654,221660000,Penvénan,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,01/09/2016,01/09/2016,01/09/2016,MINIH,HTA,Direct,GAZ,,,,2000.0,,,2000.0,,,En service,0.0,Enedis
Confidentiel,17W000000460445W,221680103,Perros-Guirec,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,26/10/2017,26/10/2017,01/10/2018,PERR6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,3356.0,,,3356.0,,,En service,0.0,Enedis
